,delta_time
129,282.74010589838804
130,193.43350159853378
131,106.13381913627279
132,125.92560115882668
133,149.8377555602948
134,584.4677078452792
135,245.2117725321121
136,269.405525181632
137,229.48942120133
138,550.3625773536862
139,150.12312003760985
140,-14.493324388908036
141,194.52510628358615
142,373.64185520546346
143,344.4058392867444
144,98.97657643575883
145,365.23690631576426
146,247.06071903317735
147,196.5725439605548
148,133.23731797206474
149,357.82693213308255
150,-76.52224562491017
151,71.28293073245072
152,449.5240536757671
153,312.94747738706167
154,177.43218514220936
155,459.2360477100696
156,363.447930218393
157,235.73033857832678
158,361.41163872022025
159,403.10040715423264
160,238.56412569474492
161,339.1394834095559
162,393.2533430169115
163,100.46699546581647
164,453.4399411409198
165,352.91024025367494
166,133.56450240305387
167,316.2902416958436
168,-19.57811792677205
169,150.93052628792208
170,732.5578067241081
171,153.4568363567795
172,115.06970745812868
173,167.60343519182237
174,369.14030215999935
175,179.4855266686228
176,268.8989794998397
177,111.17813290246545
178,281.80205962973514
179,36.81797515996868
180,182.90361132164128
181,323.50249093489987
182,273.5186654198609
183,431.22309834561963
184,115.11824513363945
185,242.16133758326163
186,325.6673294846257
187,140.1292358678171
188,309.1587831705174
189,415.2206106391651
190,226.1067771786128
191,148.3187969077107
192,230.53560946911966
193,63.88936856932412
194,399.0310374092197
195,121.84969980957425
196,575.7372522922881
197,64.03758754370449
198,223.992514659088
199,501.9895369854147
200,152.19337617795074
201,262.53264844869307
202,364.18839837446603
203,353.13154792874275
204,120.86337496421368
205,168.8652327980426
206,289.1630646273412
207,471.09029976320994
208,491.54478999483024
209,0.7438539523519125
210,293.71846573116824
211,49.46245836732578
212,260.7953311310632
213,280.99654346184525
214,241.89972933037404
215,226.12458665413112
216,449.0736920672437
217,174.73389989939187
218,145.1952354949933
219,68.62809587007865
220,646.5481789769923
221,318.09606113316977
222,429.0095619640985
223,780.7976548005097
224,550.3561758137625
225,301.83114728454075
226,22.40047851435793
227,325.00365572063185
228,230.10470674602936
229,120.03046679769045
230,273.88071688408826
231,376.39206511003465
232,31.241795782833663
233,541.9600146858144
234,152.02893621304617
235,243.24346702512793
236,74.98764148074599
237,347.17738136552293
238,493.3165714518614
239,164.75340492588265
240,70.873630070444
241,247.61006437128782
242,431.7364194540167
243,165.54358720614027
244,304.93376073107936
245,146.8925803988888
246,208.4846369969863
247,136.48609756816688
248,131.69894511889288
249,399.64346635972237
250,168.35054289637344
251,312.5984004898524
252,32.52655402060384
253,208.92688581770432
254,283.58421604968447
255,238.01910220595164
256,224.79674296476708
257,277.40868430665773
258,254.8926913164987
259,173.05379707837974
260,333.9589385974908
261,147.95405138407227
262,160.75355899139169
263,145.99269944896804
264,16.964606298073647
265,311.52303797785464
266,222.34635995331143
267,353.76867298842313
268,239.9894751996536
269,70.01099761552837
270,250.467035748576
271,197.61145250257925
272,305.9341884898183
273,317.8059585628473
274,103.2294779417671
275,328.54408647617015
276,237.38918668041913
277,504.1948571275723
278,311.2492044151007
279,437.6556754301286
280,187.67854953076056
281,199.6678189934213
282,272.8342038468686
283,541.0370129601898
284,364.3003023900161
285,26.25976973447601
286,223.57115092664668
287,326.2865967236955
288,225.2368335418738
289,286.2447728134832
290,345.60750492876406
291,206.42202848273274
292,359.659181166008
293,147.96314854978345
294,51.38383688053358
295,386.76874267053415
296,490.39175822668494
297,187.70287176647008
298,92.47138792527363
299,289.32508328494714
300,242.9483287401207
301,407.68726303609867
302,88.56054814808408
303,101.14737288432502
304,193.88735169406334
305,8.185089015592894
306,4.457890493235027
307,325.26712744287335
308,-15.421765746369374
309,180.4470401159531
310,509.3444022024436
311,122.38866667354449
312,156.3679732365232
313,204.48160059054808
314,35.641944676122876
315,594.1875505209798
316,55.649563951967366
317,394.21755681026326
318,539.9183926405287
319,215.67237289968068
320,52.47862011914299
321,265.86880308315193
322,221.60460930534964
323,38.284661562344866
324,91.62198803240028
325,3.4020521636556964
326,163.2410662043767
327,338.39554130689754
328,109.13526990320815
329,183.41986540195848
330,404.4625606057193
331,474.57072688886655
332,362.3923274298115
333,83.15884459190082
334,97.56711577111497
335,509.81879817779725
336,404.168472990057
337,111.68604737407748
338,126.96413368793475
339,321.7637680132269
340,548.4370204674783
341,320.462528315926
342,439.1012552718359
343,187.6142127769259
344,152.1499149002612
345,189.01137466679108
346,249.82168068096178
347,89.08416412789987
348,181.12214896696076
349,448.84998476785216
350,176.54038268122395
351,240.8469107544205
352,484.7291914336046
353,232.3530427349574
354,250.17107505557192
355,80.71622822349224
356,230.53814124170344
357,336.17145710983533
358,295.6554260655189
359,116.69098202830455
360,107.67571251417542
361,131.0513887606665
362,444.51242902996853
363,346.75685742047364
364,413.8840841999881
365,208.9367391930872
366,114.75449397854993
367,336.3811947429863
368,263.1212716341397
369,283.83469661830395
370,435.13495039938203
371,315.5731707842704
372,31.40910616287286
373,280.04648598858046
374,79.47900976502743
375,295.6020896310788
376,195.49041362154315
377,85.15976995644044
378,167.0526703492674
379,100.03961955302145
380,173.86974102247353
381,236.7604299147754
382,286.82804310708184
383,262.358921904638
384,171.46416150764065
385,319.27872470047987
386,221.03563322438845
387,193.84593655583592
388,105.59579152883151
389,272.0802728745445
390,165.96729635758118
391,551.9431593037679
392,417.64785984973287
393,295.85761449802703
394,333.25292929025494
395,124.89569012185285
396,102.78976627163667
397,29.32921101771001
398,198.23378701811856
399,213.73540365864267
400,182.36878165016674
401,621.3913343025339
402,129.57071542306426
403,13.949904654204147
404,93.39342703462137
405,334.27874944355483
406,363.13714834510665
407,496.25691046853353
408,417.7705926714919
409,238.50629876486875
410,337.828583514065
411,33.631292845502884
412,369.98058373833163
413,132.96755971302844
414,365.2182190292555
415,497.4114103413359
416,166.36806952143334
417,671.4345407763419
418,104.60645281177887
419,36.30432284899737
420,319.80621595864466
421,196.99284679177305
422,477.4161910954178
423,333.91589889364167
424,254.90756210238868
425,303.58360068495915
426,73.58393481884161
427,264.84470222631955
428,288.5014281244107
429,137.51195264762464
430,107.26082501957505
431,312.1974888723547
432,374.71497277999094
433,190.52554087360937
434,122.00027346853128
435,127.1288455211128
436,436.6878726145461
437,281.29900906114716
438,118.42582275178381
439,320.8709994729262
440,46.33765343215606
441,215.42384456637052
442,88.77184645270529
443,185.91520154177567
444,114.52071922108985
445,351.40316426579665
446,291.83088943370296
447,352.6386894607656
448,557.1745954262447
449,208.73418679096036
450,263.29756521555163
451,306.1686521065261
452,232.68416029598313
453,368.5142561317514
454,459.89402203268344
455,175.60232248184846
456,159.0899482554146
457,81.49586093121692
458,142.28027453429905
459,131.2344154975616
460,116.88361816033611
461,180.66415067195578
462,77.56684703588877
463,288.15490533474895
464,163.3495722260055
465,343.80948508302083
466,323.46528087893296
467,129.74206502444088
468,409.6147984042985
469,446.41234503708995
470,449.52358675658866
471,191.90073617685678
472,156.37812734688026
473,222.43445878903333
474,245.34853863721298
475,285.09762715147076
476,266.2724023555903
477,30.579740701354694
478,97.25760366244481
479,145.3107514938254
480,192.41212418798466
481,272.03979672329524
482,121.80116916434167
483,165.2995432617143
484,156.7002607691055
485,316.23774306204143
486,100.66263382676698
487,-149.52666377964522
488,86.86587917433377
489,434.0902977378332
490,360.9142643823734
491,378.7433642284109
492,52.01585387182712
493,166.6462446821236
494,269.53365706151527
495,137.77479098544453
496,106.23786508227494
497,337.7944036906736
498,55.27767645078208
499,435.89577786265704
500,289.54843257196285
501,439.5982925740418
502,129.752487060078
503,303.3037997048463
504,156.89239188841623
505,436.46269373677404
506,144.43804885170476
507,81.08770922195552
508,84.82828250011042
509,613.4568858422857
510,204.97201682118327
511,156.35423066481593
512,107.35047426169302
513,249.4679643825171
514,119.57386129141253
515,268.24494862247
516,614.6715639408491
517,159.570627098337
518,310.3730193555845
519,136.20473900941232
520,166.3985704218117
521,301.9758057337637
522,360.4473840919511
523,174.39131169514428
524,444.51021672540776
525,285.0972155910374
526,239.0309869496981
527,147.7958129682048
528,86.11106363640545
529,250.03262465345657
530,529.8731657108931
531,245.0705946419812
532,374.850429893534
533,322.9503040381553
534,282.3204978006141
535,200.2787869815677
536,305.5012993601492
537,133.35965579079732
538,250.13230733333683
539,263.80834218298196
540,344.19665888218515
541,212.57256931282996
542,404.14534822396956
543,227.47175138018076
544,372.1322596542592
545,551.1052602273674
546,350.88641294299754
547,247.52171855318056
548,212.03333311337866
549,93.18861912315265
550,300.9180807326396
551,159.25334668910762
552,220.8958290895382
553,84.00611167131183
554,17.7627329415333
555,320.0898292119843
556,450.3758500810141
557,1.1971402744099464
558,195.28513733598732
559,156.44798997043836
560,206.46025105751005
561,278.9703849224679
562,530.4570542774319
563,407.11858105522765
564,258.4758508368725
565,348.87731479352897
566,252.39427821265446
567,298.74686064415044
568,314.9722179334633
569,23.669878063124884
570,361.93829945077346
571,136.33569185188355
572,251.43961088173592
573,305.97611438875083
574,91.02026370309758
575,236.99667700240713
576,178.52690905060047
577,158.8020125125352
578,516.0330761222667
579,115.31104334444953
580,138.16355349645482
581,366.62797520557854
582,70.92236655511192
583,573.6119132634143
584,300.3797498492462
585,185.81098875936607
586,148.02594437964046
587,530.3954321757902
588,352.9029496004058
589,257.6992014883301
590,224.5896398495397
591,161.48697213718822
592,387.99221193488563
593,172.99595375582027
594,400.6793641863205
595,290.29324695823914
596,129.5838735122915
597,172.10423981982868
598,97.66562437873614
599,343.39076392890695
600,183.94319270461364
601,191.91272274621767
602,130.59247566242195
603,80.41759439646846
604,420.6866491641051
605,327.31098550049603
606,391.2121013218407
607,167.2057221832157
608,355.6005284707869
609,223.2341593804083
610,72.297036323996
611,248.33899156104798
612,373.2929075138786
613,375.6246291032548
614,148.89101778799687
615,-40.24337907231484
616,435.19414651951143
617,345.58299601122997
618,265.7895479053435
619,120.41775610299453
620,128.05829049487
621,412.93795254688473
622,686.6278649415844
623,157.19688274937607
624,110.79347702819896
625,238.58077245233255
626,51.1172967801713
627,217.87798149159596
628,34.41681650861261
629,584.6088535967708
630,207.76243582407696
631,63.70577382461721
632,361.7025498291613
633,186.74126342095772
634,204.70907883541065
635,92.04790695859472
636,196.52261770745997
637,110.20602195133927
638,99.2855552755567
639,59.25877080577902
640,268.54725518468496
641,635.128994050817
642,321.85785952050963
643,195.00093935497415
644,269.4932274216689
645,46.68522955874977
646,113.38110896179757
647,151.46216451471176
648,38.37147079613561
649,259.5867903704052
650,398.5728746633296
651,331.2548690985391
652,312.54500983291905
653,453.59536072104174
654,155.50646962764077
655,303.6329161484829
656,98.9606590359059
657,306.1503041290939
658,151.57432040019248
659,415.908658940676
660,168.63421289019104
661,20.811440046805103
662,233.62215896242856
663,251.8076617343711
664,94.36616269477298
665,219.5401210374776
666,243.02030519326092
667,359.9925348201733
668,143.67486836366118
669,239.06165413109125
670,336.916458916936
671,86.50732367413006
672,202.41950881975842
673,225.0681367991793
674,742.2367467984863
675,242.47354576639373
676,390.02967052051747
677,331.9544815651842
678,609.8223407383545
679,105.12433190366968
680,163.70710422264023
681,239.82547747434836
682,436.59450406601917
683,216.2282802277287
684,386.601040209242
685,195.61704212426747
686,688.0488140916018
687,182.28118160709823
688,89.65601961752907
689,239.23723929576755
690,230.23825428779196
691,535.9527998846227
692,318.05081639176154
693,421.4885146510222
694,363.780341396494
695,45.71906905069159
696,418.40328393511123
697,310.2942388390147
698,589.5283147198555
699,222.8386253120173
700,84.66429473790879
701,133.00068988408867
702,523.0942916339202
703,467.95332410075906
704,272.0988762483186
705,573.564996186049
706,78.08034872091207
707,80.00403091496366
708,110.92025178130825
709,229.0141365392575
710,207.947339365073
711,87.94079425601882
712,472.34164553017564
713,224.37190538247972
714,102.86678572084901
715,129.74325290941056
716,256.98221503061507
717,370.48794461711805
718,166.77168587197593
719,513.0379202661331
720,26.074357931928517
721,234.74889019080916
722,212.6696134257304
723,202.21293135621306
724,350.2905262911893
725,254.10289741531096
726,232.31287064402497
727,369.36225628348086
728,147.8400024725006
729,188.1110126574439
730,173.99274166819805
731,170.00245760662656
732,29.452183326361762
733,214.4355483129699
734,283.38623455229526
735,20.69908067907545
736,35.362330176339725
737,503.2224648678233
738,352.8311570870493
739,393.49116881961504
740,152.3762763405026
741,471.0348013654769
742,304.09190592405014
743,161.12077524767525
744,161.86680518815467
745,315.55046119398327
746,194.7354021905145
747,164.68635810617656
748,250.20837886137144
749,244.23051218681582
750,227.37165128509287
751,570.2768138392311
752,144.62343630187715
753,14.872152745819562
754,403.8189700093029
755,130.4168543317953
756,113.16062771762572
757,322.91803919248474
758,452.39747592583683
759,173.5612291004535
760,85.85686032982028
761,174.81974589892366
762,413.34694944089483
763,279.0426542118835
764,138.9345680744487
765,140.27003224778224
766,149.23769523181886
767,208.21710924121038
768,193.38612571212903
769,230.04289672202458
770,259.7438015785005
771,320.8622613685511
772,423.3178554393872
773,436.21415271064336
774,241.8437366769287
775,130.857271604115
776,760.3778626113515
777,250.52682470676825
778,380.886385433266
779,287.5924692031223
780,287.56445455441826
781,100.295134476964
782,453.6795060500911
783,447.05109907021483
784,90.62582054483713
785,277.39604098684475
786,183.63914224425014
787,182.38223124670708
788,119.5573186188036
789,193.0173580736681
790,469.58233898487356
791,306.17398288865417
792,447.7420114312094
793,322.9101190972655
794,362.60867067703623
795,225.18969061197902
796,113.35422856830235
797,607.4891425545978
798,206.61300096471632
799,-19.809832651526563
800,58.99447486193836
801,159.05660957600713
802,435.6254447457339
803,99.61861202691404
804,145.13767508600165
805,287.39494289412244
806,145.49131973819382
807,299.8008831521434
808,273.0495453070149
809,50.55634389673452
810,591.5675551019951
811,60.06130409527319
812,176.82233914848496
813,167.44838741682378
814,423.44365499512753
815,208.45719037905945
816,107.03751703238618
817,284.4708313465941
818,271.93536847528105
819,169.19162161496513
820,352.0686383604741
821,231.3298157555406
822,666.3797838249878
823,247.20819347818662
824,398.0409214585815
825,117.69807201151303
826,518.0268292279792
827,117.61881043893817
828,216.55271553668297
829,242.75342848763813
830,462.67556399097873
831,364.0154225244062
832,269.4637551660867
833,154.51216824091057
834,110.06883288509994
835,233.6003530731939
836,461.45304594719835
837,75.83724479108702
838,179.624806671994
839,83.39364960925539
840,321.40644775399335
841,214.8893082235163
842,261.01866865089755
843,135.68575381042302
844,39.21307225666595
845,204.4601903747494
846,505.1463193218539
847,196.7868172177575
848,458.5630629480591
849,295.2697023220991
850,151.05608718947258
851,260.0535851254879
852,379.7954677210636
853,425.3216513112737
854,170.9991258406381
855,215.46976054316815
856,142.0807653170324
857,116.64005460464318
858,66.34648642481432
859,113.87821521217808
860,218.74381472522353
861,440.46065585808543
862,214.59630255671695
863,114.6074931955115
864,394.84072395953785
865,211.01450360347934
866,90.17810864744752
867,148.731418825868
868,262.43223650764463
869,368.65527298422455
870,308.76996119499063
871,343.83547989085207
872,351.06288901033474
873,141.12717480243577
874,94.14512787513644
875,143.84603316930497
876,186.402913697754
877,143.70537933271947
878,301.20052988657505
879,17.314643602493845
880,327.49439151252415
881,103.07921539339782
882,295.6597581946883
883,54.297344365734375
884,305.6513042152919
885,178.08203050466938
886,192.21809249003252
887,28.650534891918767
888,224.43906708597575
889,192.51149892041258
890,296.5591554032676
891,45.476289214082044
892,595.7875472131709
893,412.6388847538245
894,573.7266320679828
895,547.9361029359492
896,327.9098022808187
897,85.63168554719863
898,147.40067716175332
899,322.6914963526742
900,156.68849466024653
901,218.8540372110761
902,150.10940625403111
903,66.64120722116667
904,73.97935087867903
905,318.06632670774695
906,223.04393150330623
907,411.949641346754
908,289.36251712682366
909,60.546644505137806
910,293.07602791049146
911,78.01137487822518
912,165.5343692813039
913,276.3209203842863
914,411.38837211457235
915,-37.48182372864028
916,419.43655267401135
917,245.89431222574984
918,-3.2612565404000122
919,128.80006759932553
920,186.29620776684425
921,287.85983279598275
922,163.72630460409542
923,193.69640786906146
924,243.623956322234
925,320.3167341230539
926,261.71873077692834
927,449.03980854259066
928,237.5056693726398
929,473.2170089097141
930,255.72732587676649
931,340.7473391636103
932,175.94376034567324
933,330.50435554710236
934,11.944682897940822
935,110.51874453351161
936,150.49797846496875
937,253.4818001408268
938,692.5590769340004
939,185.58995177503883
940,208.76532006712102
941,201.7141409502981
942,511.11723952283984
943,243.9627865054938
944,685.3443467000129
945,145.5378996636673
946,11.869293333107407
947,186.69048113527367
948,326.90259570841283
949,266.6394012698431
950,300.99883563793173
951,22.768592992134074
952,73.02974989159199
953,433.53033261886753
954,238.6505410804155
955,560.6622053805252
956,206.203752982737
957,395.47449592933816
958,144.190904736758
959,257.02106400453965
960,220.4448705250178
961,365.55716288257497
962,274.1948242374423
963,211.64939723655473
964,154.4352832196654
965,481.0575854711922
966,125.6758641944187
967,270.43185948247753
968,293.0606904157538
969,168.46821811701489
970,284.1662905313245
971,309.1951820052561
972,506.40887293956064
973,217.03669104852963
974,276.7059949983342
975,332.51191520570165
976,167.41924992332792
977,36.22712541322733
978,255.6908595396078
979,186.62713623308557
980,489.7017247782764
981,75.59666723050083
982,238.97052922350144
983,170.55582666947768
984,447.76996349863055
985,53.52353111894257
986,138.4829582410727
987,144.5721609252344
988,329.03691071293235
989,233.49263125266816
990,646.7622972742648
991,198.46621533660232
992,421.2606716605429
993,184.20905696648558
994,426.50690769834205
995,126.65641001989343
996,548.2919509330084
997,203.14245682328703
998,174.81757851917098
999,216.9272193148351
1000,110.16848949576854
1001,308.8715838967303
1002,296.9444194709612
1003,444.9036634997903
1004,101.40461405976339
1005,123.08209455254365
1006,95.26870377699234
1007,267.3766899456821
1008,263.0464124239304
1009,562.477985541271
1010,267.80784876399485
1011,589.9370642274748
1012,314.19548654341304
1013,284.98455882911605
1014,69.14588218941859
1015,365.173644908452
1016,554.7948577340735
1017,150.47208779891128
1018,317.6135137517465
1019,353.75266757730833
1020,49.973636042815656
1021,295.0589413388316
1022,18.385202223741203
1023,524.2323073825863
1024,376.7681758350935
1025,333.788744156539
1026,263.1289089970538
1027,347.5460065331882
1028,105.72131671376053
1029,216.40492663977335
1030,164.61686926847068
1031,173.47582096981762
1032,200.8766769363835
1033,275.2720921612215
1034,267.25878804128035
1035,24.372365425074804
1036,403.7827751149832
1037,139.4962720046521
1038,194.37775611144284
1039,55.68448521922903
1040,354.77203734488046
1041,553.1884835885566
1042,280.33816636282785
1043,443.22257671257546
1044,441.14714973044175
1045,360.1900413062344
1046,274.5370216602452
1047,324.7498693257425
1048,209.0597452748409
1049,151.6618344050617
1050,132.7772689216382
1051,97.7757550624703
1052,183.34104000653593
1053,54.37710322751127
1054,92.69485050862406
1055,197.64837459606974
1056,221.30554531659038
1057,214.3909232939675
1058,208.2639815541644
1059,204.6583647649419
1060,64.14065635430069
1061,181.81410711432306
1062,143.02245140581928
1063,207.774634112275
1064,192.17196677930048
1065,276.89819617550813
1066,330.26867434084033
1067,246.4897881571494
1068,276.23455567026303
1069,547.7992615505636
1070,108.59962055659798
1071,464.64208565722754
1072,476.4770531776772
1073,173.84121056723623
1074,93.41472405137165
1075,483.8623929398207
1076,60.4693818855456
1077,69.85203697093999
1078,71.97016552886902
1079,30.108787788637073
1080,282.8919519900439
1081,66.16526001306636
1082,240.58561705421806
1083,149.85406689130735
1084,184.1797532667755
1085,104.0247528687315
1086,211.45396164364695
1087,52.42926278964961
1088,273.21680882818623
1089,295.15893605697363
1090,259.63787129946485
1091,108.21006739013666
1092,223.1608240562988
1093,324.41481519972433
1094,321.9037053012456
1095,358.8093544014647
1096,540.8989867193798
1097,55.11764647783207
1098,299.35956572077873
1099,259.35374784465193
1100,422.0972572471047
1101,99.56583428018041
1102,279.1358176198683
1103,129.06280209144518
1104,133.32075176948047
1105,444.97164728712517
1106,308.133228205087
1107,75.77689904996117
1108,101.4960873162546
1109,340.8691981083554
1110,347.9970385742198
1111,269.2059621511762
1112,221.50011937521447
1113,201.73220121224279
1114,361.56333062509543
1115,206.37131830644222
1116,30.19926554814954
1117,491.1688559928931
1118,172.21267106418827
1119,371.0374611557573
1120,221.8535696908989
1121,290.19454393226454
1122,445.987817298536
1123,154.16562547588737
1124,140.57964580527369
1125,425.9381248639302
1126,92.66917543225338
1127,551.5814912656717
1128,339.4386774996765
1129,304.3831251263225
1130,68.64018076967989
1131,385.4949760157157
1132,101.84972603234915
1133,528.4610457161455
1134,218.23452935737038
1135,186.80449886201103
1136,189.95209000857267
1137,193.6497973192424
1138,261.3004436007577
1139,347.33695133113133
1140,138.9752234901864
1141,240.22604974009664
1142,470.56492833020553
1143,14.637485997891474
1144,489.09656838108793
1145,383.2100752180908
1146,509.96655969983226
1147,96.84307062611384
1148,277.1197085821484
1149,254.28337569297196
1150,127.63001386254678
1151,38.23177295599598
1152,261.7281681453275
1153,871.2649534409292
1154,139.56068945745247
1155,80.29946817598088
1156,243.37154925247856
1157,110.27561981941898
1158,272.6568486457535
1159,565.8050991325011
1160,146.80163155063065
1161,144.3427339842675
1162,392.9038091834074
1163,397.2718027947009
1164,224.8114268697234
1165,154.19986945787906
1166,246.59996429573994
1167,247.37322473316124
1168,352.0498345018981
1169,63.98997466918803
1170,299.38140889598935
1171,306.0393040698766
1172,173.66845338262613
1173,350.3178802074578
1174,335.54766318069164
1175,197.23569029226257
1176,145.0447592057021
1177,271.61246327655397
1178,40.782845882605784
1179,304.71468626448006
1180,157.30088826339386
1181,239.40282224061144
1182,238.9907682731572
1183,79.10133673732702
1184,171.37924851186017
1185,303.487521832434
1186,90.05187150608353
1187,230.6378770019868
1188,485.37116613747423
1189,298.83438001359224
1190,337.936710153398
1191,136.98035310915617
1192,358.2265874306369
1193,79.71140366718532
1194,245.6107338784941
1195,66.35929808006523
1196,267.2272910256453
1197,391.45832421292056
1198,349.35343850555023
1199,221.32222292671344
1200,104.1296161799105
1201,93.05229501395468
1202,89.0112800584076
1203,235.27812210595295
1204,176.97166135709054
1205,518.7357467109626
1206,40.17837657456266
1207,424.1624405377159
1208,158.0383590029836
1209,174.628528715848
1210,421.77910652560735
1211,370.5979709976138
1212,329.0891634769619
1213,201.89545904568354
1214,242.5445115596106
1215,2.8184323058547136
1216,396.76486898427225
1217,81.16585929451645
1218,407.13663924267786
1219,257.07550397599584
1220,292.3639775720287
1221,223.09341264299326
1222,350.38217743154667
1223,129.097837461567
1224,59.4028580412936
1225,132.42989881678835
1226,329.24107041519517
1227,85.1504053772997
1228,231.1189312292264
1229,252.46576302472616
1230,190.98738000367413
1231,190.36278561700783
1232,310.73094964111795
1233,300.25090890867
1234,83.41846456191485
1235,213.62852365714173
1236,360.1444914588702
1237,90.14908819660104
1238,208.74541144704645
1239,138.6436119943372
1240,185.04608856024976
1241,252.93949004702006
1242,168.48052247503736
1243,418.67656534692577
1244,348.291622927563
1245,180.7884570321379
1246,67.43236762179771
1247,480.6018302227668
1248,116.81273896259734
1249,256.53966637298583
1250,144.0126903631646
1251,373.68511495781104
1252,496.3643627258614
1253,353.67289658319015
1254,610.226718278938
1255,377.6414512866885
1256,214.3104331202955
1257,156.79001007468833
1258,170.09406418626827
1259,303.2312751862298
1260,368.2491507538128
1261,313.78543540311944
1262,222.79672642508285
1263,310.92401705442444
1264,318.4557687563542
1265,203.0910315907583
1266,210.78733454383473
1267,171.331850209805
1268,181.14518600006681
1269,715.8923922101112
1270,192.83106912862172
1271,242.25019170216854
1272,233.2603896742358
1273,206.62795098478176
1274,179.2235880279402
1275,171.58348374613092
1276,255.1529359338515
1277,293.75780132763396
1278,44.83445286763384
1279,299.4615938023993
1280,217.40805377892133
1281,243.5246485556885
1282,185.54170748765648
1283,392.0901529535115
1284,70.528394952859
1285,110.20120507579952
1286,351.0609738300898
1287,96.68720859963526
1288,329.34760204441494
1289,376.9142317905132
1290,160.7946784375836
1291,330.2920541520698
1292,44.071647916081815
1293,496.05075075088274
1294,179.58704739588828
1295,298.1738244091259
1296,88.49755564480404
1297,610.2541799281619
1298,353.81987264692833
1299,113.92719358747365
1300,111.97435952354721
1301,142.24186612549653
1302,351.5952727811915
1303,98.32449101837517
1304,286.2470318435653
1305,169.55066016333797
1306,191.49786450192425
1307,519.2928295752354
1308,129.33566628779167
1309,541.3727259622333
1310,110.81871469865047
1311,46.49271665774654
1312,568.2516253337715
1313,226.0335273794235
1314,30.373864108630727
1315,252.9555493311384
1316,311.07201383289816
1317,275.6704314869244
1318,250.5266013297712
1319,304.0915161238202
1320,148.18156508415248
1321,97.05768270717954
1322,191.93767105451678
1323,223.8129018629338
1324,53.27927675162687
1325,289.7471879797631
1326,328.87353184146195
1327,153.83849538328707
1328,414.15996115377783
1329,123.58283837732381
1330,214.97195571146278
1331,316.7233911959519
1332,580.6674129476438
1333,287.89612451125345
1334,186.3947814996177
1335,65.94865490427443
1336,351.3907090338881
1337,389.6932479378708
1338,53.294016586274665
1339,132.00424544521445
1340,106.07711804480755
1341,376.16088268028415
1342,19.580958044257272
1343,692.8466522926568
1344,275.6805361251986
1345,393.1430390863418
1346,217.76433231001403
1347,461.6763321533066
1348,225.40320686088074
1349,134.97730350955993
1350,501.1273758896248
1351,183.58060492862734
1352,168.63273664069044
1353,116.39894229814502
1354,318.51647560278184
1355,282.21625255809306
1356,256.891705144698
1357,298.508777852564
1358,111.36116541885984
1359,244.74905232132045
1360,273.0657496631433
1361,145.4728157908749
1362,100.31667180836676
1363,539.844370666818
1364,143.9685729258523
1365,112.7398152823821
